,building_id,age,area_percentage,height_percentage,land_surface_condition,foundation_type,position,plan_configuration,has_superstructure_adobe_mud,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_other,damage_grade
1192,217057,15,7,6,t,r,s,d,0,0,0,0,0,0,0,2
1193,90120,10,18,7,t,r,s,d,0,1,0,0,0,0,0,2
1194,447972,10,9,7,t,r,s,d,0,0,0,0,0,0,0,3
1195,332744,10,11,4,t,w,s,d,0,0,0,0,1,1,0,2
1196,684273,5,9,5,t,r,s,d,0,0,0,0,0,0,0,2
1197,400995,25,19,7,t,r,t,d,1,0,0,0,0,0,0,3
1198,423950,70,5,2,n,r,t,d,0,0,0,0,0,0,0,3
1199,135784,20,7,7,t,r,s,d,0,0,0,0,0,0,0,3
1200,939922,45,14,4,t,r,s,u,0,0,0,0,1,0,0,2
1201,319593,0,4,2,t,r,t,d,0,0,0,0,0,0,0,2
1202,787163,20,7,7,t,w,s,d,0,0,0,0,1,0,0,2
1203,742079,0,12,10,t,i,s,d,0,0,0,0,0,0,0,1
1204,102819,15,6,5,t,r,s,d,0,0,0,0,0,0,0,3
1205,532569,0,6,5,t,r,s,d,0,0,0,0,0,0,0,2
1206,387060,0,9,5,t,r,s,d,1,0,0,0,0,0,0,2
1207,489396,10,7,6,t,r,s,d,0,0,0,0,0,0,0,3
1208,507254,15,11,6,t,r,t,d,0,0,0,0,0,0,0,2
1209,258438,5,14,6,t,u,t,d,0,0,0,0,0,0,0,2
1210,3777,10,5,2,t,r,s,d,0,0,0,0,0,0,0,3
1211,362091,25,8,4,t,r,s,d,0,0,0,0,0,0,0,1
1212,226931,85,17,8,t,r,t,d,1,0,0,1,1,0,0,3
1213,601511,10,3,4,t,r,s,d,0,0,0,0,0,0,0,3
1214,210574,15,9,4,t,r,s,d,0,0,0,0,0,0,0,2
1215,702461,5,14,3,t,u,t,d,0,0,0,0,0,0,0,1
1216,460382,40,7,4,t,r,s,d,0,0,0,0,0,0,0,2
1217,335128,20,5,2,t,h,s,d,0,1,0,0,0,0,0,3
1218,208996,15,4,5,t,r,s,d,0,0,0,1,1,1,0,1
1219,688489,20,6,8,t,r,t,d,0,0,0,0,0,0,0,3
1220,294382,40,5,4,t,r,s,d,0,0,0,0,0,0,0,2
1221,822238,0,14,7,t,i,s,d,0,0,0,0,0,0,0,2
1222,711275,15,5,5,t,r,t,d,0,0,0,0,0,0,0,3
1223,213630,5,11,4,t,r,s,d,0,0,0,0,1,1,0,1
1224,261198,25,4,6,t,r,t,d,0,0,0,0,1,0,1,2
1225,893681,20,9,2,n,r,s,d,0,0,0,0,1,1,0,2
1226,294264,30,6,10,t,r,j,d,0,0,0,0,0,0,0,2
1227,853521,30,4,7,t,r,s,d,1,0,0,0,0,0,0,2
1228,702107,10,7,5,n,r,s,d,0,0,0,0,0,0,0,2
1229,589990,100,9,10,t,r,t,d,1,0,0,1,1,1,0,3
1230,304465,20,4,2,t,r,s,d,0,0,0,0,0,0,0,3
1231,204073,20,19,5,t,r,s,d,0,0,0,1,0,0,0,2
1232,376985,35,9,3,t,r,s,d,0,0,0,0,0,0,0,3
1233,342985,25,6,5,t,r,j,d,0,0,0,0,0,0,0,2
1234,16508,25,6,5,t,r,t,d,1,0,0,0,0,0,0,2
1235,7560,995,8,5,t,r,s,d,0,0,0,0,1,0,0,3
1236,244890,30,9,5,t,r,s,d,1,0,0,0,0,0,0,2
1237,783865,20,3,6,t,r,j,d,0,1,0,0,0,0,0,2
1238,122729,30,7,6,n,r,s,d,0,0,0,0,1,0,0,3
1239,670408,5,10,5,t,r,s,d,0,1,0,0,1,0,0,2
1240,198122,0,19,5,o,r,s,d,0,0,0,0,0,0,0,2
1241,310676,0,7,6,t,r,s,d,0,0,0,0,0,0,0,2
1242,86205,20,4,5,n,r,s,d,0,0,0,0,1,0,0,3
1243,1025820,55,9,5,t,r,t,d,0,0,0,0,0,0,0,3
1244,418572,30,7,6,n,r,t,d,0,0,0,0,1,0,0,2
1245,833958,0,10,2,t,r,s,d,0,0,0,0,0,0,0,2
1246,427132,50,9,5,t,r,s,d,0,0,0,0,0,0,0,3
1247,242057,10,13,6,o,r,s,d,0,0,0,0,1,0,0,2
1248,13808,15,9,5,t,r,s,d,0,0,0,0,1,1,0,2
1249,899997,15,4,5,t,r,t,d,0,0,0,0,0,0,0,3
1250,467843,10,7,5,n,r,s,d,0,0,0,0,0,0,0,3
1251,953345,30,5,6,t,r,t,d,0,0,0,0,0,0,0,3
1252,451672,25,5,5,o,w,s,d,0,0,0,0,0,0,0,3
1253,443930,0,5,5,t,w,s,d,0,0,0,0,1,1,0,1
1254,1048854,5,7,4,t,r,s,d,0,0,0,0,0,0,0,3
1255,276078,0,6,6,t,r,s,d,0,0,0,0,0,0,0,3
1256,844463,10,4,5,t,r,s,d,0,0,0,0,0,0,0,3
1257,371428,0,13,3,t,i,s,d,0,0,0,0,0,0,0,1
1258,11200,15,12,7,n,r,s,d,0,0,0,0,0,0,0,3
1259,929608,20,5,5,t,r,s,d,0,0,0,0,0,0,0,3
1260,794510,5,7,4,t,r,s,d,0,0,0,0,0,0,0,2
1261,555430,30,5,6,t,r,s,d,0,1,0,0,0,0,0,3
1262,571185,5,7,3,t,u,s,u,0,0,0,0,0,0,0,1
1263,356954,10,8,4,t,r,s,d,0,0,0,0,1,0,0,3
1264,291614,0,9,4,t,r,t,d,0,0,0,0,0,0,0,3
1265,712973,25,5,5,t,r,t,d,0,0,0,0,0,0,0,2
1266,45284,0,7,6,t,r,s,d,0,0,0,0,1,0,0,1
1267,163414,5,5,3,t,r,s,d,0,0,0,0,1,1,0,1
1268,27968,10,9,6,n,r,t,d,0,0,1,0,0,0,0,3
1269,863731,20,10,4,t,u,s,d,0,0,0,0,0,0,0,2
1270,493363,10,13,3,t,r,t,d,0,0,0,1,0,0,0,3
1271,106726,0,12,10,t,i,s,d,0,0,1,0,0,0,0,1
1272,487208,20,4,6,t,r,s,d,0,0,0,0,0,0,0,2
1273,518938,10,7,5,t,r,s,d,0,0,0,0,0,0,0,3
1274,614848,10,7,5,t,r,s,d,0,0,0,0,0,0,0,3
1275,205410,30,6,4,t,r,s,d,1,0,0,0,0,0,0,3
1276,357942,25,14,6,t,r,s,d,0,0,0,0,0,0,0,2
1277,1051637,5,3,7,t,w,s,d,0,0,0,0,1,1,0,1
1278,42162,35,6,2,t,r,s,d,0,0,0,0,0,0,0,3
1279,866888,0,6,3,o,r,s,d,0,0,0,0,0,0,0,3
1280,640132,10,7,5,t,r,s,d,0,0,0,0,0,1,0,2
1281,306647,30,16,7,t,r,s,d,0,0,1,0,1,0,0,2
1282,234975,20,6,5,t,r,s,d,0,0,0,0,0,0,0,3
1283,411950,35,11,8,t,r,s,d,0,0,0,0,0,0,0,2
1284,82194,0,3,6,t,r,s,d,0,0,0,0,0,0,0,3
1285,460926,20,8,5,t,r,t,d,0,0,0,0,0,0,0,3
1286,743155,0,8,6,t,r,s,d,0,0,0,0,0,0,0,2
1287,956028,10,4,5,t,w,s,d,0,0,0,0,1,0,0,3
1288,302507,30,6,5,t,r,s,d,0,0,0,0,0,0,0,3
1289,28644,15,6,5,t,r,s,d,0,0,0,0,0,0,0,2
1290,460949,15,4,5,t,r,t,d,0,0,0,0,1,0,0,3
1291,152755,20,3,6,t,r,t,d,0,0,0,0,0,0,0,3
1292,232426,15,7,5,t,r,s,d,0,0,0,0,1,0,0,2
1293,310812,10,8,5,t,r,t,q,0,0,0,0,0,0,0,3
1294,215003,80,6,5,t,r,s,d,0,0,0,0,0,0,0,3
1295,554614,5,7,5,t,r,s,d,1,0,0,0,1,1,0,2
1296,441337,15,11,5,t,r,s,d,0,0,0,0,0,0,0,2
1297,697661,40,5,6,t,r,s,d,0,0,0,0,0,0,0,3
1298,449643,30,7,5,t,r,s,d,0,0,0,0,1,0,0,2
1299,87974,30,13,5,t,r,s,d,1,0,0,0,0,0,0,1
1300,299992,60,7,5,t,r,s,d,0,0,0,0,1,0,0,3
1301,852246,15,6,6,t,r,s,d,0,0,0,0,0,0,0,2
1302,365932,10,3,5,t,r,s,d,0,0,0,0,0,0,0,1
1303,454895,20,4,3,t,r,s,d,0,0,0,0,0,0,0,3
1304,683150,10,7,5,t,r,s,d,0,0,0,0,0,0,0,3
1305,223796,25,3,5,n,r,t,d,1,0,0,0,0,0,0,2
1306,13596,0,9,5,t,r,s,d,0,0,0,0,1,1,0,2
1307,378727,50,4,7,t,r,s,d,0,0,0,0,0,0,0,2
1308,1049267,60,11,5,t,r,s,d,0,0,0,0,0,0,1,3
1309,561892,15,10,8,t,r,s,d,0,0,0,0,1,0,0,2
1310,629375,35,5,6,t,r,s,d,0,0,0,0,0,0,0,2
1311,380399,35,7,9,t,i,j,d,0,0,0,1,0,0,0,2
1312,65577,10,9,5,t,r,s,d,0,0,0,0,0,0,0,3
1313,790549,45,3,6,t,r,s,d,0,0,0,0,0,0,0,3
1314,1002998,0,5,4,t,w,s,d,1,0,0,0,0,0,0,2
1315,261305,30,5,3,t,r,s,d,0,0,0,0,0,0,0,2
1316,51200,0,2,3,t,w,s,d,0,0,0,0,1,1,0,1
1317,1004820,15,6,5,o,u,t,d,0,0,0,0,0,0,0,2
1318,22246,30,10,3,t,r,s,d,0,0,0,0,1,1,0,3
1319,602713,15,10,7,t,w,s,d,0,0,0,0,1,1,0,2
1320,263029,25,11,5,n,r,s,d,0,1,0,0,1,1,0,2
1321,214556,0,6,4,t,r,t,d,0,0,0,0,0,0,0,1
1322,60919,10,6,2,t,r,s,d,1,0,0,1,0,0,0,2
1323,238947,20,6,5,t,r,t,d,0,0,1,0,0,0,0,1
1324,612234,55,5,6,t,r,s,d,0,0,0,0,0,0,0,1
1325,980286,25,6,6,t,w,s,d,0,0,0,0,1,0,0,2
1326,656028,5,5,5,n,r,s,d,0,0,0,0,0,0,0,3
1327,921185,70,5,4,t,r,s,d,0,0,0,0,1,0,0,2
1328,908243,0,7,5,t,w,s,d,0,0,0,0,1,0,0,2
1329,292650,5,16,6,t,i,j,d,0,0,0,0,0,0,0,1
1330,197783,15,7,7,t,r,s,d,0,0,0,0,0,0,0,2
1331,773398,20,8,4,t,r,s,d,0,0,0,0,1,0,0,2
1332,794004,5,7,4,t,r,t,d,0,0,0,0,0,0,0,3
1333,204847,10,5,5,n,r,s,d,0,0,0,0,0,0,0,2
1334,618848,30,6,4,t,r,t,d,0,0,0,0,0,0,0,2
1335,128975,15,10,6,t,w,s,d,0,0,0,0,1,1,0,2
1336,304133,5,6,3,t,r,s,d,0,0,0,0,0,0,0,3
1337,631245,50,23,10,n,r,o,d,1,0,0,1,0,0,0,3
1338,815170,30,7,5,t,r,s,d,0,0,0,0,0,0,0,2
1339,836757,35,6,3,t,r,s,d,0,0,0,0,0,1,0,2
1340,871833,35,7,9,t,r,s,d,0,0,0,0,0,0,0,3
1341,898118,10,7,4,t,r,t,d,1,0,0,0,1,0,0,2
1342,1004508,15,8,6,t,i,s,d,0,0,0,0,0,0,0,2
1343,629630,10,10,9,t,i,j,d,0,0,0,0,0,0,0,1
1344,59283,70,10,7,t,r,j,d,0,0,0,1,0,0,0,2
1345,336256,0,9,3,t,i,s,d,0,0,0,0,0,0,0,1
1346,550284,20,14,5,t,r,s,d,0,0,0,1,0,0,0,2
1347,618732,0,12,7,t,r,s,d,0,1,0,0,1,0,0,3
1348,115534,45,8,5,t,r,s,d,1,0,0,0,0,0,0,2
1349,700524,15,8,6,t,w,s,d,0,0,0,0,1,1,0,2
1350,440058,50,20,7,t,r,t,d,0,0,0,0,0,0,0,3
1351,636743,0,3,5,t,r,t,d,0,0,0,0,0,0,0,3
1352,620569,35,7,7,t,r,s,d,0,0,0,0,1,0,0,2
1353,800379,10,6,7,n,r,s,d,0,0,0,0,0,0,0,2
1354,581652,15,5,5,t,r,s,d,0,0,0,0,0,0,0,3
1355,586012,5,3,3,t,r,t,d,0,0,0,0,0,0,0,2
1356,341384,30,7,8,t,r,t,d,0,1,0,1,1,1,0,2
1357,417854,50,9,8,t,r,s,d,0,0,0,1,0,0,0,2
1358,759782,10,7,4,t,r,s,d,0,0,0,0,0,0,0,2
1359,852698,45,6,4,t,r,s,d,0,0,0,0,0,0,0,3
1360,1010475,5,7,6,t,r,s,d,0,0,0,0,0,0,0,2
1361,493441,15,9,4,t,r,s,d,0,0,0,0,0,0,1,2
1362,885671,35,7,5,t,r,s,d,0,0,0,0,0,0,0,2
1363,900650,20,6,6,t,r,s,d,0,1,0,0,1,0,0,3
1364,678060,10,6,12,t,i,j,d,0,0,0,0,0,0,0,2
1365,317652,15,15,5,t,r,s,d,0,0,0,0,0,0,0,2
1366,366649,60,10,6,t,r,s,d,0,0,0,0,0,1,0,2
1367,61531,40,7,6,t,r,t,d,0,0,0,0,0,0,0,3
1368,48683,5,7,7,t,r,s,d,0,0,0,0,0,0,0,3
1369,29341,30,10,7,t,r,s,d,0,0,0,0,1,1,0,3
1370,809987,10,7,3,t,r,t,d,0,0,0,0,0,0,0,3
1371,58279,15,15,7,t,r,t,d,0,0,0,0,0,0,0,2
1372,665157,50,14,7,t,r,s,d,0,0,0,0,1,1,0,2
1373,135264,10,7,6,t,r,s,d,0,0,0,0,0,0,0,2
1374,1038235,25,8,5,t,r,s,d,0,0,0,0,0,0,0,2
1375,796398,20,2,5,t,r,t,d,0,0,0,0,0,0,0,2
1376,147813,40,4,5,t,r,t,d,0,0,0,0,0,0,0,3
1377,157752,15,8,5,t,r,s,d,0,0,0,0,0,0,0,2
1378,363545,10,9,5,t,r,s,d,0,0,0,0,0,0,0,2
1379,882052,15,6,4,t,r,t,d,0,0,0,0,0,0,0,3
1380,113302,20,10,7,t,r,s,d,0,0,0,0,0,0,0,2
1381,309162,10,11,7,t,r,s,d,0,0,0,0,0,0,0,2
1382,969634,15,7,4,t,r,s,d,0,0,0,0,0,0,0,2
1383,597272,15,4,3,o,r,t,d,0,0,0,0,0,0,0,3
1384,750435,20,7,5,t,r,j,q,0,0,0,1,0,0,0,3
1385,941107,40,5,7,t,r,s,d,0,0,0,0,0,0,0,3
1386,488578,50,10,6,t,r,t,d,0,0,0,0,1,0,0,3
1387,107615,0,7,3,t,u,s,d,0,0,0,0,0,0,0,2
1388,1028365,5,7,4,t,r,s,d,0,0,0,0,0,0,0,3
1389,434716,5,23,9,t,i,j,c,0,0,0,0,0,0,0,2
1390,566312,15,7,7,t,r,s,d,0,0,0,0,0,0,0,2
1391,915040,15,5,4,t,w,s,d,0,0,0,0,1,0,0,2
1392,24928,25,13,7,t,r,t,d,0,0,0,0,0,0,0,2
1393,865200,5,7,4,t,r,s,d,1,1,0,0,1,0,0,2
1394,446867,30,5,9,t,u,j,d,0,0,0,0,0,0,0,2
1395,697278,5,6,2,t,r,t,d,0,0,0,1,1,0,0,2
1396,789142,25,9,5,t,r,s,d,0,0,0,0,0,0,0,3
1397,223074,30,3,4,t,r,t,d,0,0,0,0,0,0,0,3
1398,797271,995,14,6,t,u,t,d,0,0,0,0,0,0,0,1
1399,518186,75,8,8,t,r,j,d,1,0,0,1,0,0,0,2
1400,632556,0,9,7,t,r,s,d,1,0,0,0,0,0,0,2
1401,93094,5,6,6,t,w,s,d,0,0,0,0,1,1,0,2
1402,743474,20,7,3,t,w,s,d,0,0,0,0,1,1,0,1
1403,337412,25,8,6,n,r,s,d,0,0,0,0,1,0,0,2
1404,861245,0,7,2,n,r,s,d,0,0,0,0,1,0,0,2
1405,260830,10,5,8,t,r,s,d,0,0,0,0,0,0,0,3
1406,225588,70,19,10,t,r,j,d,0,0,0,1,0,0,0,3
1407,43080,5,2,7,n,r,s,d,0,0,0,0,0,0,0,2
1408,994094,20,6,6,t,r,s,d,0,0,0,0,0,0,0,3
1409,1043699,20,9,4,t,r,s,d,0,0,0,0,0,0,0,2
1410,274370,5,18,5,t,i,s,d,0,0,0,0,0,0,0,2
1411,126127,40,11,5,t,r,j,q,0,0,0,0,0,0,0,2
1412,236702,10,5,4,n,r,s,d,0,0,0,0,0,0,0,2
1413,1029875,20,4,7,t,r,s,d,0,0,0,0,0,0,0,3
1414,851377,45,8,6,t,r,s,d,0,0,0,0,1,0,0,2
1415,182972,5,7,7,t,r,s,d,0,0,0,0,0,0,0,3
1416,1043079,10,5,5,t,r,j,d,0,0,0,0,1,0,0,2
1417,781193,20,12,7,o,r,s,d,0,0,0,0,0,0,0,2
1418,773336,0,12,3,t,r,s,d,0,0,0,0,1,0,0,2
1419,974676,15,6,6,t,r,s,d,0,0,0,0,0,0,0,2
1420,710936,50,11,7,t,r,s,d,1,0,0,0,0,0,0,2
1421,31080,5,6,3,t,r,s,d,0,0,0,0,0,0,0,2
1422,855746,10,5,5,t,r,s,d,0,0,0,0,0,0,0,2
1423,17746,25,5,6,t,w,s,d,0,0,0,0,1,1,0,2
1424,975985,45,8,7,n,r,s,d,0,0,0,0,0,0,0,2
1425,12771,0,6,3,t,w,s,d,0,0,0,0,0,1,0,2
1426,34734,50,7,7,t,r,s,d,0,0,0,0,0,0,0,3
1427,293758,50,4,7,t,r,s,d,0,0,0,0,0,0,0,3
1428,589564,5,12,7,t,i,s,d,0,0,0,0,0,0,0,2
1429,116868,20,14,5,t,r,s,d,0,1,1,0,1,1,1,2
1430,14337,0,18,4,t,u,s,d,0,0,0,0,0,0,0,1
1431,814816,30,8,5,t,r,s,d,0,0,0,0,1,0,0,3
1432,992622,20,6,5,t,r,s,d,0,0,0,0,0,0,0,2
1433,345088,60,7,8,o,r,s,d,0,0,0,0,0,0,0,2
1434,72972,10,19,7,t,r,j,d,0,0,0,0,1,0,0,1
1435,174500,90,19,8,t,r,j,d,0,0,0,0,0,0,0,2
1436,573656,85,6,8,t,r,j,d,1,0,0,1,0,0,0,2
1437,158670,55,5,6,t,r,s,d,0,0,0,0,0,0,0,1
1438,416813,25,6,2,t,r,s,d,0,0,0,0,0,0,0,2
1439,388432,25,5,6,n,r,s,d,0,0,0,0,0,0,0,2
1440,874042,100,3,4,t,r,s,d,0,0,0,0,0,0,0,2
1441,673536,35,3,3,t,r,s,d,0,0,0,0,0,0,0,2
1442,180268,10,5,3,n,r,s,d,1,0,0,0,0,0,0,1
1443,171116,20,5,7,t,r,s,d,0,0,0,0,0,0,0,2
1444,257982,25,3,5,t,w,s,d,0,0,0,0,1,0,0,2
1445,893025,25,5,4,t,r,t,d,0,0,0,0,0,0,0,3
1446,728519,5,6,5,t,r,s,d,0,0,0,0,1,0,0,2
1447,21734,10,10,6,n,r,s,d,0,0,0,0,1,1,0,3
1448,1014745,20,5,7,t,r,s,u,0,0,0,0,0,0,0,2
1449,848163,20,10,6,t,r,s,d,0,0,0,0,0,0,0,2
1450,556502,10,7,7,n,r,s,d,0,0,0,0,0,0,0,2
1451,243903,20,15,5,n,r,t,d,1,0,0,0,0,0,0,2
1452,284450,30,10,12,t,r,t,d,1,0,0,1,1,0,0,3
1453,681716,20,4,3,t,r,s,d,0,0,0,0,0,0,0,2
1454,131151,10,7,4,t,r,s,d,0,0,0,0,0,0,0,2
1455,629851,0,7,4,t,r,s,d,0,0,0,0,0,0,0,2
1456,590242,25,3,7,t,r,s,d,0,0,0,0,0,0,0,2
1457,655057,45,5,5,t,r,s,d,0,0,0,0,0,0,0,2
1458,124296,90,15,8,t,r,j,d,0,0,0,1,0,0,0,2
1459,50244,15,19,6,t,r,t,d,0,0,0,0,0,0,0,2
1460,936196,0,7,13,t,i,s,d,0,0,0,0,0,0,0,1
1461,503057,35,3,4,t,r,s,d,0,0,0,0,0,0,0,1
1462,502121,50,14,5,t,r,j,d,0,0,0,0,0,0,0,2
1463,284343,5,5,5,n,r,t,d,0,0,0,0,1,0,0,3
1464,826405,25,13,5,t,r,s,d,0,0,0,0,0,0,0,3
1465,205052,5,6,4,t,r,s,d,0,0,0,0,1,1,0,3
1466,416134,10,2,6,t,r,t,d,0,0,0,0,0,0,0,2
1467,536742,30,5,6,t,r,s,d,0,0,0,0,0,0,0,2
1468,518147,20,11,6,t,w,j,d,0,0,0,0,1,1,0,2
1469,338524,5,4,5,t,r,t,d,0,0,0,0,0,0,0,2
1470,652622,20,10,6,t,r,s,d,0,0,0,0,0,0,0,2
1471,290491,55,9,5,t,r,t,d,0,0,0,0,0,0,0,2
1472,405056,5,10,8,t,r,s,d,0,0,0,0,0,0,0,2
1473,647922,10,7,5,t,r,s,d,0,0,0,0,0,0,0,3
1474,565141,20,7,7,n,r,s,d,1,0,0,0,1,0,0,3
1475,943234,25,8,6,t,r,s,d,0,0,0,0,0,0,0,3
1476,970682,15,8,4,t,r,t,d,0,0,0,0,0,0,0,3
1477,518931,5,4,3,t,r,s,d,0,0,0,0,0,0,0,2
1478,616109,35,6,7,t,r,s,d,0,0,0,0,0,0,0,2
1479,835418,10,4,5,t,w,s,d,0,0,0,0,1,0,0,2
1480,127821,25,8,7,t,r,t,d,0,0,0,0,0,0,0,2
1481,42748,15,8,5,t,r,s,d,0,0,0,0,0,0,0,2
1482,523649,45,4,5,n,r,s,d,0,0,0,0,1,0,0,2
1483,174065,30,5,3,t,r,s,d,0,0,0,0,1,1,0,3
1484,113294,15,10,4,t,r,s,d,0,0,0,0,0,0,0,2
1485,931250,5,6,6,t,r,s,d,0,0,0,0,1,1,0,2
1486,497109,20,9,5,t,r,s,d,0,0,0,0,0,0,0,2
1487,948444,30,9,6,n,r,s,d,0,0,0,0,1,0,0,2
1488,472591,30,8,6,t,r,s,d,0,0,0,0,0,1,0,2
1489,441412,0,3,5,t,r,s,d,0,0,0,0,0,0,0,2
1490,1028708,25,8,6,t,r,s,d,0,0,0,0,0,0,0,2
1491,729464,40,6,7,t,r,s,d,0,0,0,0,0,0,0,3
1492,121325,30,12,5,n,r,s,d,1,0,0,0,0,0,0,2
1493,956089,0,11,5,t,w,s,u,0,0,0,0,1,0,0,1
1494,868602,50,7,7,t,r,s,d,0,0,0,0,1,0,0,3
1495,172780,20,8,4,n,r,s,d,0,0,0,0,0,0,0,3
1496,928439,80,6,5,t,r,s,d,0,0,0,0,0,0,0,3
1497,497500,20,4,4,t,r,s,d,0,0,0,0,0,0,0,2
1498,140882,15,7,4,n,r,s,d,0,0,0,0,0,0,0,2
1499,273889,25,6,6,t,r,s,d,0,0,0,0,0,0,0,3
1500,605292,10,10,6,t,r,s,d,0,1,0,0,1,1,0,2
1501,777189,15,7,7,t,r,t,d,0,0,0,0,0,0,0,3
1502,862043,40,11,10,t,r,s,d,1,0,0,0,0,0,0,2
1503,139738,20,7,5,t,w,s,d,0,0,0,0,1,1,0,2
1504,34567,0,4,2,t,w,s,d,0,0,0,0,1,0,0,2
1505,1007697,15,7,4,t,h,s,d,1,0,0,0,0,0,0,2
1506,409798,0,6,3,t,w,s,d,0,0,0,0,1,1,0,2
1507,733541,40,5,6,t,r,s,d,0,0,0,0,0,0,0,3
1508,841894,20,7,7,t,r,s,d,0,0,0,0,0,0,0,3
1509,240056,20,4,5,t,r,s,d,0,0,0,0,0,0,0,3
1510,371369,15,6,8,n,r,t,d,0,0,1,0,0,0,0,2
1511,145012,25,10,6,t,r,s,d,0,0,0,0,0,0,0,3
1512,1026095,10,11,7,t,r,s,d,0,0,0,0,1,0,0,2
1513,941855,30,6,6,t,r,s,d,0,0,0,0,1,0,0,3
1514,504540,15,5,4,o,r,t,d,0,0,0,0,1,0,0,3
1515,717358,30,6,7,t,r,t,q,0,0,0,1,0,0,0,2
1516,658562,10,7,5,n,r,t,d,0,0,0,0,0,0,0,3
1517,349614,50,7,5,t,r,s,d,0,0,0,0,0,0,0,2
1518,171617,0,11,3,t,i,s,d,0,0,0,0,0,0,0,2
1519,813559,20,8,5,t,r,s,d,0,0,0,0,1,1,0,2
1520,448660,10,13,15,o,i,s,d,0,0,0,0,0,0,0,1
1521,290396,20,6,5,t,r,s,d,0,0,0,0,0,0,0,2
1522,89951,20,7,5,t,r,s,d,0,0,0,0,0,0,0,3
1523,732529,10,5,6,t,r,s,d,0,0,0,0,0,0,0,3
1524,802079,35,4,8,t,r,t,d,1,0,0,1,0,0,0,3
1525,185727,80,9,6,t,r,s,d,1,0,0,0,0,0,0,3
1526,72463,10,7,5,o,r,s,d,0,0,0,0,0,0,0,3
1527,49039,5,8,5,t,r,s,d,0,0,0,0,1,0,0,2
1528,359400,35,9,5,t,r,s,d,0,0,0,0,0,0,0,2
1529,964486,20,6,4,t,r,s,d,0,0,0,0,0,0,0,2
1530,457984,0,4,6,t,r,t,q,0,0,0,0,0,0,0,3
1531,823552,10,5,5,t,r,s,d,0,0,0,0,0,0,0,2
1532,636805,5,9,4,o,r,s,d,0,0,0,0,0,0,0,3
1533,589845,10,9,6,n,r,s,d,0,0,1,0,0,0,0,2
1534,732941,5,4,5,t,w,s,d,0,0,0,0,1,0,0,2
1535,789333,20,6,5,t,r,s,d,0,0,0,0,0,0,0,2
1536,982262,10,10,6,t,r,s,d,0,0,0,0,0,0,0,2
1537,125797,5,11,4,t,r,s,d,0,0,0,0,1,0,0,2
1538,823727,5,15,8,n,i,s,d,0,0,0,0,0,0,0,1
1539,881482,10,6,6,n,r,s,d,0,0,0,0,0,0,1,2
1540,608887,10,6,4,t,r,s,d,0,0,0,0,0,0,0,2
1541,789998,5,11,6,t,r,s,d,0,0,0,0,0,0,0,2
1542,748027,30,8,5,t,r,s,d,0,0,0,0,0,0,0,2
1543,594351,25,12,6,n,i,s,d,0,0,0,0,0,0,0,2
1544,99220,30,13,7,t,r,s,d,0,0,0,1,0,0,0,3
1545,321612,5,8,3,t,u,s,d,0,0,0,0,0,0,0,2
1546,254857,15,7,5,t,r,s,d,0,0,0,0,0,0,0,2
1547,10648,25,9,4,t,u,s,u,0,0,0,0,0,0,0,2
1548,36270,5,4,6,t,r,t,d,0,0,0,0,0,0,0,3
1549,1008166,20,13,9,t,r,s,u,0,0,0,0,0,0,0,2
1550,306950,10,7,4,t,r,s,d,0,0,0,0,1,0,0,2
1551,46928,5,9,5,t,r,s,d,0,0,0,0,1,1,0,2
1552,375839,35,8,4,t,r,s,d,0,0,0,0,0,0,0,3
1553,309782,20,4,4,t,r,s,d,0,0,0,0,0,0,0,3
1554,560666,0,7,7,t,r,s,d,0,0,0,0,0,0,0,2
1555,622015,5,5,3,t,u,t,d,0,0,0,0,0,0,0,2
1556,649607,10,7,4,t,r,s,d,0,0,0,0,0,0,0,3
1557,553385,25,7,5,t,r,s,d,0,0,0,0,0,0,0,2
1558,407711,30,8,5,t,r,t,d,0,0,0,0,0,0,0,2
1559,732438,5,5,5,t,r,s,d,0,0,0,0,0,0,0,3
1560,197130,20,5,8,t,r,t,d,0,0,0,0,0,0,0,2
1561,291642,40,6,5,t,r,t,d,0,0,0,0,0,0,0,3
1562,562048,25,6,5,t,r,t,d,0,0,0,0,1,1,0,2
1563,171462,35,15,6,o,u,s,d,0,0,0,0,0,0,0,3
1564,38640,30,6,7,n,r,s,d,0,0,0,0,0,0,0,2
1565,577146,25,3,5,n,h,s,d,1,0,0,0,0,0,0,2
1566,423370,25,5,7,n,r,t,d,0,0,0,0,1,0,1,2
1567,832932,20,9,4,t,r,s,d,0,0,0,0,0,0,0,3
1568,610116,0,11,3,t,i,t,u,0,0,0,0,0,0,0,1
1569,432220,30,7,7,t,r,t,d,0,0,0,0,1,0,0,2
1570,519951,25,6,3,t,r,t,d,1,0,0,1,0,0,0,3
1571,1024027,15,7,10,n,r,s,d,0,0,0,0,0,0,0,3
1572,266271,25,12,5,t,r,s,d,0,0,0,0,1,1,0,2
1573,684042,5,8,5,t,r,s,d,0,0,0,0,1,0,0,2
1574,93278,0,19,9,t,u,s,d,0,0,0,0,0,0,0,1
1575,701691,5,4,3,t,r,s,d,0,0,0,0,0,0,0,3
